type,latitude,longitude,tw,fullAddressRu,fullAddressUa,fullAddressEn,placeRu,placeUa,cityRU,cityUA,cityEN
TSO,35.227407,47.834265,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Производственная,дом 11а","Україна,область Запорізька,місто Запоріжжя,вулиця Виробнича,будинок 11а","Ukraine,region Zaporizka,city Zaporizhzhia,street Vyrobnycha,building 11a",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.039808,47.822174,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '08:30 - 15:30', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Василия Сергиенко,дом 62б","Україна,область Запорізька,місто Запоріжжя,вулиця Василя Сергієнка,будинок 62б","Ukraine,region Zaporizka,city Zaporizhzhia,street Vasilia Sergiienka,building 62б",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.039808,47.822174,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '08:30 - 15:30', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Василия Сергиенко,дом 62б","Україна,область Запорізька,місто Запоріжжя,вулиця Василя Сергієнка,будинок 62б","Ukraine,region Zaporizka,city Zaporizhzhia,street Vasilia Sergiienka,building 62б",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.122331,47.847716,"{'mon': '09:00 - 15:00', 'tue': '09:00 - 15:00', 'wed': '09:00 - 15:00', 'thu': '09:00 - 15:00', 'fri': '09:00 - 15:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 155","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 155","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 155",отделение банка,відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.071915,47.885348,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Ладожская,дом 4","Україна,область Запорізька,місто Запоріжжя,вулиця Ладозька,будинок 4","Ukraine,region Zaporizka,city Zaporizhzhia,street Ladozka,building 4",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.164893,47.827255,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 144","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 144","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 144",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.181871,47.818380,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Днепровская,дом 33А","Україна,область Запорізька,місто Запоріжжя,вулиця Дніпровська,будинок 33А","Ukraine,region Zaporizka,city Zaporizhzhia,street Dniprovska,building 33A",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.144196,47.832124,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 121","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 121","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 121",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.016838,47.833022,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Рубана,дом 13","Україна,область Запорізька,місто Запоріжжя,вулиця Рубана,будинок 13","Ukraine,region Zaporizka,city Zaporizhzhia,street Rubana,building 13",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.161678,47.822574,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Героев Сталинграда,дом 30","Україна,область Запорізька,місто Запоріжжя,вулиця Героїв Сталінграду,будинок 30","Ukraine,region Zaporizka,city Zaporizhzhia,street Heroiv Stalinhrada,building 30",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.122331,47.847716,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 155","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 155","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 155",отделение банка,відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.173791,47.819524,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 86","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 86","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 86",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.174073,47.819791,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 86","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 86","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 86",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.222179,47.785092,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Северо-Кольцевая,дом 17","Україна,область Запорізька,місто Запоріжжя,вулиця Північно-Кільцева,будинок 17","Ukraine,region Zaporizka,city Zaporizhzhia,street Pivnichno-Kiltseva,building 17",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.222179,47.785092,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Северокольцевая,дом 17","Україна,область Запорізька,місто Запоріжжя,вулиця Північнокільцева,будинок 17","Ukraine,region Zaporizka,city Zaporizhzhia,street Pivnichnokiltseva,building 17",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.045888,47.810805,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Энтузиастов,дом 4","Україна,область Запорізька,місто Запоріжжя,вулиця Ентузіастів,будинок 4","Ukraine,region Zaporizka,city Zaporizhzhia,street Entuziastiv,building 4",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.150289,47.894996,"{'mon': '08:00 - 17:00', 'tue': '08:00 - 17:00', 'wed': '08:00 - 17:00', 'thu': '08:00 - 17:00', 'fri': '08:00 - 17:00', 'sat': '08:00 - 15:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Лизы Чайкиной,дом 57","Україна,область Запорізька,місто Запоріжжя,вулиця Лізи Чайкіної,будинок 57","Ukraine,region Zaporizka,city Zaporizhzhia,street Lizy Chaikinoi,building 57",отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.185150,47.809872,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '08:30 - 14:30', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 38","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 38","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 38",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.108389,47.860612,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 13:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Металлургов,дом 3","Україна,область Запорізька,місто Запоріжжя,проспект Металургів,будинок 3","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Metalurhiv,building 3",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.160518,47.829499,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 109Б","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 109Б","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 109B",ТЦ Панорама,ТЦ Панорама,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.242768,47.788373,"{'mon': '09:00 - 21:00', 'tue': '09:00 - 21:00', 'wed': '09:00 - 21:00', 'thu': '09:00 - 21:00', 'fri': '09:00 - 21:00', 'sat': '09:00 - 21:00', 'sun': '09:00 - 21:00', 'hol': '09:00 - 21:00'}","Украина,область Запорожская,город Запорожье,шоссе Ореховское,дом 9","Україна,область Запорізька,місто Запоріжжя,шосе Оріхівське,будинок 9","Ukraine,region Zaporizka,city Zaporizhzhia,highway Orikhivske,building 9",Гипермаркет Эпицентр,Гіпермаркет Єпіцентр,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.120687,47.839987,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Победы,дом 59","Україна,область Запорізька,місто Запоріжжя,вулиця Перемоги,будинок 59","Ukraine,region Zaporizka,city Zaporizhzhia,street Peremohy,building 59",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.213745,47.837325,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Волшебная,дом 46Б","Україна,область Запорізька,місто Запоріжжя,вулиця Чарівна,будинок 46Б","Ukraine,region Zaporizka,city Zaporizhzhia,street Charivna,building 46B",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.125991,47.845696,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 151","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 151","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 151",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.107728,47.860498,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '09:00 - 13:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Металлургов,дом 3","Україна,область Запорізька,місто Запоріжжя,проспект Металургів,будинок 3","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Metalurhiv,building 3",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.209566,47.832161,"{'mon': '08:00 - 17:00', 'tue': '08:00 - 17:00', 'wed': '08:00 - 17:00', 'thu': '08:00 - 17:00', 'fri': '08:00 - 17:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Иванова,дом 99","Україна,область Запорізька,місто Запоріжжя,вулиця Іванова,будинок 99","Ukraine,region Zaporizka,city Zaporizhzhia,street Ivanova,building 99",РЕМОНДИС ЗАПОРОЖЬЕ,РЕМОНДІС ЗАПОРІЖЖЯ,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.185150,47.809872,"{'mon': '08:00 - 17:00', 'tue': '08:00 - 17:00', 'wed': '08:00 - 17:00', 'thu': '08:00 - 17:00', 'fri': '08:00 - 17:00', 'sat': '08:00 - 15:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 38","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 38","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 38",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.131099,47.842557,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 147","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 147","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 147",ТРЦ  Украина,ТРЦ Україна,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.044318,47.817390,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Юбилейный,дом 26г","Україна,область Запорізька,місто Запоріжжя,проспект Ювілейний,будинок 26г","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Yuvileinyi,building 26h",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.227892,47.782113,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Чумаченко,дом 12","Україна,область Запорізька,місто Запоріжжя,вулиця Чумаченка,будинок 12","Ukraine,region Zaporizka,city Zaporizhzhia,street Chumachenka,building 12",Отделение банка,Відділення банку,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.238207,47.847189,"{'mon': '08:00 - 22:00', 'tue': '08:00 - 22:00', 'wed': '08:00 - 22:00', 'thu': '08:00 - 22:00', 'fri': '08:00 - 22:00', 'sat': '08:00 - 22:00', 'sun': '08:00 - 22:00', 'hol': '08:00 - 22:00'}","Украина,область Запорожская,город Запорожье,улица Волшебная,дом 74","Україна,область Запорізька,місто Запоріжжя,вулиця Чарівна,будинок 74","Ukraine,region Zaporizka,city Zaporizhzhia,street Charivna,building 74",Супермаркет Амстор,супермаркет Амстор,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.220697,47.784311,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,улица Северо-Кольцевая,дом 10 А","Україна,область Запорізька,місто Запоріжжя,вулиця Північно-Кільцева,будинок 10 А","Ukraine,region Zaporizka,city Zaporizhzhia,street Pivnichno-Kiltseva,building 10 A",Супремаркет  Варус,Супремаркет  Варус,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.040140,47.822070,"{'mon': '08:30 - 17:30', 'tue': '08:30 - 17:30', 'wed': '08:30 - 17:30', 'thu': '08:30 - 17:30', 'fri': '08:30 - 17:30', 'sat': '08:30 - 15:30', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Василия Сергиенко,дом 62б","Україна,область Запорізька,місто Запоріжжя,вулиця Василя Сергієнка,будинок 62б","Ukraine,region Zaporizka,city Zaporizhzhia,street Vasilia Sergiienka,building 62б",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.105461,47.856858,"{'mon': '08:00 - 21:00', 'tue': '08:00 - 21:00', 'wed': '08:00 - 21:00', 'thu': '08:00 - 21:00', 'fri': '08:00 - 21:00', 'sat': '08:00 - 21:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 177","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 177","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 177","Торговый Центр ""Фортуна""","Торговий Центр ""Фортуна""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.144376,47.834193,"{'mon': '07:00 - 23:00', 'tue': '07:00 - 23:00', 'wed': '07:00 - 23:00', 'thu': '07:00 - 23:00', 'fri': '07:00 - 23:00', 'sat': '07:00 - 23:00', 'sun': '07:00 - 23:00', 'hol': '07:00 - 23:00'}","Украина,область Запорожская,город Запорожье,улица Яценко,дом 2","Україна,область Запорізька,місто Запоріжжя,вулиця Яценка,будинок 2","Ukraine,region Zaporizka,city Zaporizhzhia,street Yatsenka,building 2",Супермаркет Варус,Супермаркет Варус,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.194708,47.813679,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 13:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Моторостроителей,дом 22","Україна,область Запорізька,місто Запоріжжя,проспект Моторобудівників,будинок 22","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Motorobudivnykiv,building 22",Стоматологическая клиника Сергея Чертова,Стоматологічна клініка Сергія Чортова,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.125844,47.845686,"{'mon': '09:00 - 18:00', 'tue': '09:00 - 18:00', 'wed': '09:00 - 18:00', 'thu': '09:00 - 18:00', 'fri': '09:00 - 18:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 151","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 151","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 151",Отделение банка,Отделение банка,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.185060,47.804492,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 20","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 20","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 20",Автовокзал,Автовокзал,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.104685,47.852392,"{'mon': '09:00 - 19:00', 'tue': '09:00 - 19:00', 'wed': '09:00 - 19:00', 'thu': '09:00 - 19:00', 'fri': '09:00 - 19:00', 'sat': '09:00 - 16:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Тюленина,дом 11","Україна,область Запорізька,місто Запоріжжя,вулиця Тюленіна,будинок 11","Ukraine,region Zaporizka,city Zaporizhzhia,street Tiulenina,building 11","Автосалон ""Богдан-Авто""","Автосалон ""Богдан-Авто""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.064920,47.890341,"{'mon': '07:00 - 23:00', 'tue': '07:00 - 23:00', 'wed': '07:00 - 23:00', 'thu': '07:00 - 23:00', 'fri': '07:00 - 23:00', 'sat': '07:00 - 23:00', 'sun': '07:00 - 23:00', 'hol': '07:00 - 23:00'}","Украина,область Запорожская,город Запорожье,улица Товарищеская,дом 39","Україна,область Запорізька,місто Запоріжжя,вулиця Товариська,будинок 39","Ukraine,region Zaporizka,city Zaporizhzhia,street Tovaryska,building 39","ТЦ ""Варус""","ТЦ ""Варус""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.131099,47.842557,"{'mon': '10:00 - 21:00', 'tue': '10:00 - 21:00', 'wed': '10:00 - 21:00', 'thu': '10:00 - 21:00', 'fri': '10:00 - 21:00', 'sat': '10:00 - 21:00', 'sun': '10:00 - 21:00', 'hol': '10:00 - 21:00'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 147","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 147","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 147",ТРЦ Украина,ТРЦ Україна,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.218762,47.838669,"{'mon': '09:00 - 20:00', 'tue': '09:00 - 20:00', 'wed': '09:00 - 20:00', 'thu': '09:00 - 20:00', 'fri': '09:00 - 20:00', 'sat': '09:00 - 20:00', 'sun': '09:00 - 20:00', 'hol': '09:00 - 20:00'}","Украина,область Запорожская,город Запорожье,улица Волшебная,дом 129","Україна,область Запорізька,місто Запоріжжя,вулиця Чарівна,будинок 129","Ukraine,region Zaporizka,city Zaporizhzhia,street Charivna,building 129",Магазин Ева,магазин Єва,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.177586,47.827061,"{'mon': '08:00 - 18:00', 'tue': '08:00 - 18:00', 'wed': '08:00 - 18:00', 'thu': '08:00 - 18:00', 'fri': '08:00 - 18:00', 'sat': '08:00 - 18:00', 'sun': '08:00 - 16:00', 'hol': '08:00 - 16:00'}","Украина,область Запорожская,город Запорожье,улица Крепостная,дом 83А","Україна,область Запорізька,місто Запоріжжя,вулиця Фортечна,будинок 83А","Ukraine,area Zaporizka,city Zaporizhzhia,street Fortechna,building 83A",Магазин Колибри,Магазин Колибри,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.032023,47.819021,"{'mon': '08:00 - 21:00', 'tue': '08:00 - 21:00', 'wed': '08:00 - 21:00', 'thu': '08:00 - 21:00', 'fri': '08:00 - 21:00', 'sat': '08:00 - 21:00', 'sun': '08:00 - 21:00', 'hol': '08:00 - 21:00'}","Украина,область Запорожская,город Запорожье,улица Новгородская,дом 9а","Україна,область Запорізька,місто Запоріжжя,вулиця Новгородська,будинок 9а","Ukraine,region Zaporizka,city Zaporizhzhia,street Novhorodska,building 9a",Магазин Ева,Магазин ЕВА,Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.045660,47.874750,"{'mon': '07:00 - 22:00', 'tue': '07:00 - 22:00', 'wed': '07:00 - 22:00', 'thu': '07:00 - 22:00', 'fri': '07:00 - 22:00', 'sat': '07:00 - 22:00', 'sun': '07:00 - 22:00', 'hol': '07:00 - 22:00'}","Украина,область Запорожская,город Запорожье,площадь Инженерная,дом 1","Україна,область Запорізька,місто Запоріжжя,площа Інженерна,будинок 1","Ukraine,area Zaporizka,city Zaporizhzhia,square Inzhenerna,building 1","Бизнес центр ""ГипроЭлектро""","Бизнес центр ""ГипроЭлектро""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.188546,47.829795,"{'mon': '08:00 - 17:00', 'tue': '08:00 - 17:00', 'wed': '08:00 - 17:00', 'thu': '08:00 - 17:00', 'fri': '00:00 - 00:00', 'sat': '00:00 - 00:00', 'sun': '00:00 - 00:00', 'hol': '00:00 - 00:00'}","Украина,область Запорожская,город Запорожье,улица Иванова,дом 2","Україна,область Запорізька,місто Запоріжжя,вулиця Іванова,будинок 2","Ukraine,region Zaporizka,city Zaporizhzhia,street Ivanova,building 2","МКБ ""Прогресс""","МКБ ""Прогрес""",Запорожье,Запоріжжя,Zaporizhzhia
TSO,35.131099,47.842557,"{'mon': '00:00 - 23:59', 'tue': '00:00 - 23:59', 'wed': '00:00 - 23:59', 'thu': '00:00 - 23:59', 'fri': '00:00 - 23:59', 'sat': '00:00 - 23:59', 'sun': '00:00 - 23:59', 'hol': '00:00 - 23:59'}","Украина,область Запорожская,город Запорожье,проспект Соборный,дом 147","Україна,область Запорізька,місто Запоріжжя,проспект Соборний,будинок 147","Ukraine,region Zaporizka,city Zaporizhzhia,avenue Sobornyi,building 147",ТРЦ Украина,ТРЦ Україна,Запорожье,Запоріжжя,Zaporizhzhia
